BHK,Size,Floor,Area Locality,City,Bathroom,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,Rent
1,520,198,1944,1,1,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,850,1,1458,1,2,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,1000,196,1080,1,2,0,0,1,0,1,0,0,0,1,0,0,1,22000
1,600,1,1059,1,1,0,0,1,0,0,1,1,0,0,0,0,1,7000
1,1900,269,900,1,1,0,1,0,0,1,0,0,1,0,0,0,1,15000
2,600,10,1625,1,1,0,1,0,0,1,0,0,1,0,0,0,1,8000
1,500,446,1802,1,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
1,550,10,1476,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,1200,457,1250,1,2,0,0,1,0,0,1,0,1,0,0,0,1,9800
3,1107,311,2225,1,2,0,1,0,0,1,0,0,1,0,0,0,1,14500
1,550,427,808,1,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
2,1150,317,808,1,2,0,1,0,0,1,0,0,1,0,1,0,0,22000
2,600,454,1911,1,2,0,0,1,0,0,1,0,1,0,0,0,1,9000
3,1235,10,1518,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
1,600,456,1982,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8500
1,400,454,1522,1,2,0,0,1,0,1,0,0,1,0,0,0,1,6500
3,1400,270,1342,1,3,0,1,0,0,1,0,0,1,0,1,0,0,40000
3,800,192,1706,1,2,0,1,0,0,0,1,0,1,0,0,0,1,17000
2,700,10,1153,1,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,900,198,118,1,2,0,1,0,0,1,0,0,1,0,0,0,1,30000
1,400,196,1659,1,1,0,0,1,0,0,1,0,1,0,0,0,1,4000
2,850,196,232,1,2,0,0,1,1,0,0,0,1,0,0,0,1,14000
3,1415,299,585,1,2,0,0,1,1,0,0,0,1,0,0,0,1,25000
1,281,446,1993,1,1,0,1,0,0,0,1,0,1,0,0,0,1,8000
1,600,198,140,1,1,0,0,1,1,0,0,0,1,0,0,0,1,12500
2,1050,1,1518,1,2,0,1,0,0,0,1,1,0,0,0,0,1,14000
1,390,446,289,1,1,0,1,0,0,0,1,0,1,0,0,0,1,7500
3,950,311,2168,1,2,0,1,0,0,1,0,0,1,0,0,0,1,17500
3,1500,269,1847,1,3,0,1,0,0,1,0,0,0,1,0,0,1,27000
2,200,192,1573,1,2,0,1,0,0,0,1,0,1,0,0,0,1,16500
2,926,196,1151,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1700,266,599,1,3,0,1,0,0,1,0,1,0,0,0,0,1,45000
2,1068,10,922,1,2,0,1,0,0,1,0,0,0,1,0,0,1,15000
3,1800,454,1949,1,3,0,1,0,0,1,0,0,0,1,0,0,1,14000
2,590,456,1194,1,2,0,1,0,0,1,0,0,1,0,0,0,1,17000
3,1400,198,2116,1,3,0,1,0,0,1,0,0,1,0,1,0,0,34999
1,550,456,1173,1,1,0,1,0,0,1,0,0,1,0,0,0,1,7000
1,520,269,1804,1,1,0,0,1,0,1,0,0,1,0,0,0,1,10500
2,900,269,2048,1,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,700,456,1349,1,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,400,10,1250,1,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
4,2280,196,1305,1,4,0,1,0,0,1,0,0,1,0,1,0,0,200000
2,826,10,1250,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,1050,10,1803,1,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,700,454,63,1,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,800,16,1995,1,2,0,1,0,0,1,0,0,1,0,1,0,0,19000
2,850,7,1438,1,2,0,0,1,1,0,0,0,1,0,0,0,1,25000
1,502,1,1944,1,1,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,925,10,1377,1,2,0,1,0,0,0,1,1,0,0,0,0,1,13000
2,500,196,1022,1,1,0,0,1,0,0,1,0,1,0,0,0,1,12500
2,950,14,30,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,930,16,1273,1,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
2,950,1,1258,1,2,0,1,0,0,1,0,0,0,1,0,0,1,11000
2,800,1,478,1,2,0,1,0,0,1,0,0,1,0,0,0,1,13000
2,950,10,1369,1,1,0,0,1,0,1,0,0,0,1,0,0,1,15000
3,1100,1,1537,1,2,0,1,0,0,0,1,0,0,1,0,0,1,15000
2,750,269,118,1,3,0,0,1,0,0,1,0,1,0,0,0,1,20000
2,1000,270,1975,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,950,1,2079,1,2,0,1,0,0,0,1,1,0,0,0,0,1,600000
2,800,10,1351,1,2,0,0,1,0,1,0,0,0,1,0,0,1,11000
1,500,454,1010,1,1,0,1,0,0,0,1,1,0,0,1,0,0,10000
3,1500,450,1542,1,3,0,1,0,0,1,0,0,1,0,1,0,0,30000
1,550,192,1463,1,1,0,0,1,1,0,0,0,1,0,0,0,1,8000
1,400,454,1349,1,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
1,550,196,1133,1,1,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,730,10,85,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9300
2,1000,10,928,1,2,0,1,0,0,1,0,0,0,1,0,0,1,10500
2,975,454,1040,1,2,0,1,0,0,1,0,0,1,0,1,0,0,16000
2,1800,66,1435,1,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
2,745,10,85,1,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
2,900,16,1250,1,2,0,1,0,0,1,0,0,0,1,1,0,0,18000
2,600,446,845,1,2,0,0,1,0,0,1,0,0,1,0,0,1,10000
2,600,192,1743,1,2,0,0,1,0,0,1,0,1,0,0,0,1,16000
1,450,269,1010,1,1,0,1,0,0,0,1,1,0,0,0,0,1,13500
2,1030,198,1995,1,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
2,833,10,1522,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8500
2,1000,456,1151,1,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,840,1,2209,1,2,0,1,0,0,0,1,0,1,0,0,0,1,8200
2,750,17,2069,1,2,0,1,0,1,0,0,0,0,1,0,0,1,20000
2,950,196,971,1,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
1,550,446,118,1,1,0,0,1,0,1,0,0,1,0,0,0,1,13500
3,1125,196,1573,1,2,0,0,1,0,1,0,0,1,0,0,0,1,26000
2,700,14,2004,1,2,0,1,0,0,0,1,0,1,0,0,0,1,11000
2,1100,10,1958,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,700,454,1050,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,1250,198,1944,1,3,0,1,0,0,1,0,1,0,0,1,0,0,40000
2,1100,456,2044,1,2,0,0,1,0,0,1,0,1,0,0,0,1,24000
1,475,186,1847,1,1,0,1,0,0,1,0,0,1,0,1,0,0,18000
2,530,196,874,1,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,1050,41,2044,1,2,0,1,0,0,1,0,0,0,1,1,0,0,23000
2,830,454,1803,1,2,0,0,1,0,1,0,0,0,1,0,0,1,11000
2,809,10,422,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,900,456,971,1,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,700,454,1776,1,1,0,0,1,0,1,0,0,1,0,0,0,1,9500
2,1150,10,1958,1,2,0,0,1,0,1,0,1,0,0,0,0,1,13500
1,750,454,1543,1,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,920,446,2021,1,2,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,1050,424,2044,1,2,0,1,0,0,1,0,0,0,1,1,0,0,25000
2,1800,196,1141,1,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,1000,10,41,1,2,0,1,0,0,1,0,1,0,0,1,0,0,25000
3,1062,14,1874,1,2,0,1,0,0,1,0,0,1,0,0,0,1,8500
2,800,446,85,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8500
1,450,446,1989,1,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
2,900,446,1522,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8500
4,2240,456,118,1,4,0,1,0,1,0,0,0,1,0,1,0,0,100000
1,500,454,1042,1,1,0,0,1,0,0,1,0,1,0,0,0,1,7500
1,750,1,1476,1,1,0,0,1,0,0,1,0,1,0,1,0,0,7000
3,1400,44,422,1,3,0,0,1,0,1,0,0,1,0,0,0,1,26000
2,1200,192,349,1,2,0,1,0,0,1,0,1,0,0,0,0,1,12000
2,1424,192,2199,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
1,450,16,134,1,1,0,0,1,0,0,1,1,0,0,0,0,1,13000
3,2700,400,1944,1,2,0,0,1,1,0,0,1,0,0,1,0,0,160000
2,805,10,2033,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8000
1,434,456,1988,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1000,10,1518,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12500
1,595,1,2071,1,1,0,0,1,0,1,0,0,1,0,0,0,1,6500
2,685,454,1022,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,1075,10,1965,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12500
3,1100,311,2069,1,3,0,1,0,0,1,0,1,0,0,1,0,0,22000
2,950,10,1151,1,2,0,1,0,0,0,1,0,0,1,0,0,1,17000
3,1500,180,1805,1,3,0,0,1,0,0,1,1,0,0,0,0,1,20000
3,1100,454,1542,1,2,0,0,1,0,1,0,0,1,0,0,0,1,22000
2,1100,192,2048,1,2,0,1,0,0,1,0,1,0,0,0,0,1,11500
3,1000,14,975,1,3,0,1,0,0,0,1,1,0,0,0,0,1,23000
2,800,198,1194,1,2,0,0,1,0,1,0,0,1,0,0,0,1,19000
3,1500,14,350,1,2,0,0,1,0,1,0,0,1,0,0,0,1,45000
3,1250,196,1151,1,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
2,650,10,1474,1,2,0,1,0,0,0,1,0,1,0,0,0,1,9500
3,1650,17,2048,1,3,0,0,1,0,0,1,0,1,0,1,0,0,45000
4,2317,24,1847,1,4,0,0,1,0,0,1,0,1,0,1,0,0,60000
2,950,10,1601,1,2,0,0,1,0,1,0,0,0,1,0,0,1,12000
3,1700,270,880,1,3,0,0,1,1,0,0,0,1,0,0,0,1,40000
3,1300,10,1542,1,2,0,0,1,1,0,0,0,1,0,0,0,1,16000
2,805,10,1151,1,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
2,1109,266,42,1,2,0,0,1,0,1,0,0,1,0,0,0,1,35000
1,300,10,2004,1,1,0,0,1,0,0,1,1,0,0,0,0,1,4000
2,700,14,1982,1,1,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,950,454,1200,1,2,0,0,1,0,1,0,0,1,0,0,0,1,9500
3,1290,311,1539,1,3,0,0,1,0,0,1,0,1,0,0,0,1,25000
2,950,454,1718,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
1,400,14,271,1,1,0,0,1,1,0,0,0,1,0,0,0,1,12000
2,2000,378,669,1,2,0,0,1,1,0,0,0,1,0,0,0,1,19397
2,939,269,1396,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1200,14,1042,1,3,0,1,0,0,0,1,0,1,0,0,0,1,10000
2,1800,1,86,1,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,1200,200,1141,1,2,0,1,0,0,0,1,0,1,0,1,0,0,15000
2,1200,14,1010,1,2,0,0,1,0,1,0,0,0,1,0,0,1,28000
3,1750,1,1063,1,3,0,0,1,0,0,1,0,1,0,0,0,1,10000
1,300,454,1274,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3500
1,650,14,1847,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8000
2,950,456,808,1,2,0,0,1,0,1,0,0,1,0,0,0,1,13500
3,1610,258,2044,1,3,0,0,1,0,1,0,0,0,1,1,0,0,36000
2,900,10,1015,1,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
1,550,1,1959,1,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,700,454,1349,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,800,196,1151,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,580,270,1847,1,2,0,0,1,0,1,0,0,1,0,0,0,1,8500
2,950,10,1343,1,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
1,700,1,1374,1,1,0,1,0,0,0,1,0,1,0,0,0,1,8000
2,600,456,290,1,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
1,200,456,1194,1,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
1,600,456,808,1,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,550,456,1305,1,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
1,600,312,1290,1,1,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,1680,8,2044,1,3,0,0,1,0,1,0,0,0,1,1,0,0,37500
2,1100,1,973,1,2,0,1,0,0,0,1,0,1,0,0,0,1,7000
1,600,454,422,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6500
2,820,454,1572,1,2,0,1,0,0,1,0,0,0,1,0,0,1,16000
3,1125,402,2044,1,3,0,1,0,0,1,0,0,0,1,1,0,0,34000
2,973,311,1458,1,2,0,1,0,0,1,0,0,0,1,0,0,1,11500
2,780,10,671,1,1,0,0,1,1,0,0,0,1,0,0,0,1,15000
1,400,446,1216,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
4,4000,10,1532,1,4,0,0,1,0,1,0,0,1,0,1,0,0,220000
2,1000,198,1944,1,2,0,1,0,0,1,0,0,1,0,1,0,0,22000
3,3500,446,1944,1,3,0,1,0,0,1,0,0,1,0,1,0,0,85000
1,350,454,1153,1,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,800,192,420,1,2,0,1,0,0,1,0,1,0,0,0,0,1,14000
2,700,454,1459,1,2,0,0,1,0,0,1,0,1,0,0,0,1,11500
1,550,454,2103,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
3,2100,454,1349,1,4,0,0,1,0,1,0,0,1,0,0,0,1,24000
3,1700,192,1521,1,3,0,0,1,0,1,0,0,1,0,0,0,1,32000
3,1420,446,1626,1,2,0,1,0,0,1,0,0,1,0,0,0,1,16000
2,950,10,527,1,2,0,1,0,0,1,0,0,1,0,0,0,1,13000
2,780,192,1474,1,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,800,10,830,1,1,0,1,0,0,0,1,1,0,0,0,0,1,7500
2,500,198,1043,1,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,1000,235,1804,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18500
2,750,192,1706,1,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,1200,192,425,1,2,0,1,0,0,0,1,0,1,0,0,0,1,17000
3,1152,26,2044,1,3,0,1,0,0,1,0,0,0,1,1,0,0,35000
2,843,196,1042,1,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
2,900,14,1804,1,2,0,0,1,0,0,1,0,1,0,0,0,1,13000
2,1250,198,1342,1,2,0,1,0,0,1,0,0,1,0,1,0,0,27999
2,650,192,1010,1,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
4,2600,192,1661,1,4,0,1,0,0,1,0,0,1,0,1,0,0,140000
1,700,454,790,1,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,720,10,1753,1,2,0,1,0,0,0,1,0,0,1,0,0,1,13000
4,3500,16,1532,1,4,0,1,0,0,1,0,0,1,0,1,0,0,250000
4,3000,10,550,1,4,0,1,0,0,0,1,1,0,0,1,0,0,80000
2,1144,1,808,1,2,0,1,0,0,1,0,0,1,0,1,0,0,22999
3,1750,16,118,1,3,0,1,0,0,0,1,1,0,0,1,0,0,36000
3,1450,454,1151,1,2,0,0,1,0,0,1,0,1,0,0,0,1,70000
2,590,10,419,1,1,0,0,1,0,0,1,0,1,0,0,0,1,12500
2,900,192,121,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,800,10,1647,1,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,1000,14,1847,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
3,1650,189,2044,1,3,0,0,1,0,1,0,0,0,1,1,0,0,37000
2,700,446,1993,1,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
3,1280,1,1135,1,2,0,0,1,0,1,0,0,1,0,0,0,1,25000
2,700,454,2161,1,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,980,16,1572,1,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,900,192,1647,1,2,0,1,0,0,1,0,0,1,0,0,0,1,15000
1,450,1,2116,1,1,0,0,1,0,0,1,0,0,1,0,0,1,9000
2,1200,198,1542,1,2,0,0,1,0,0,1,0,1,0,0,0,1,14000
2,650,10,830,1,2,0,0,1,0,1,0,0,1,0,0,0,1,8500
3,1903,355,1435,1,3,0,0,1,0,1,0,0,1,0,0,0,1,35000
2,650,196,135,1,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,450,192,753,1,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,900,270,2164,1,2,0,1,0,0,0,1,1,0,0,0,0,1,23000
2,550,196,145,1,1,0,0,1,0,0,1,0,0,1,0,0,1,15000
2,750,456,41,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18500
2,1000,198,2069,1,2,0,0,1,0,1,0,0,1,0,0,0,1,28000
3,1050,298,2044,1,3,0,1,0,0,1,0,0,0,1,1,0,0,32000
1,650,14,1237,1,2,0,1,0,1,0,0,0,0,1,0,0,1,14000
1,400,14,794,1,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
3,1075,380,2044,1,3,0,1,0,0,1,0,0,0,1,1,0,0,33000
3,2000,258,80,1,3,0,1,0,0,1,0,1,0,0,1,0,0,100000
2,720,312,968,1,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
3,1000,14,1538,1,2,0,1,0,0,0,1,1,0,0,0,0,1,16000
1,500,454,169,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8500
2,900,456,1346,1,2,0,0,1,1,0,0,0,1,0,0,0,1,10000
2,900,348,1863,1,2,0,0,1,0,1,0,0,1,0,0,0,1,13500
2,900,14,1010,1,2,0,0,1,0,1,0,0,1,0,0,0,1,19000
1,1000,10,170,1,2,0,0,1,0,0,1,0,1,0,0,0,1,11500
3,1300,14,839,1,3,0,0,1,0,1,0,0,0,1,0,0,1,22000
3,1383,198,1522,1,3,0,0,1,0,1,0,1,0,0,0,0,1,12000
2,800,446,669,1,2,0,1,0,0,1,0,1,0,0,0,0,1,10000
2,1500,1,1141,1,2,0,1,0,0,0,1,1,0,0,0,0,1,15000
3,1350,454,121,1,2,0,1,0,0,1,0,1,0,0,1,0,0,35000
3,2000,269,41,1,3,0,1,0,0,1,0,1,0,0,1,0,0,70000
3,1200,457,121,1,2,0,1,0,0,0,1,1,0,0,1,0,0,32000
3,1912,16,81,1,3,0,1,0,0,0,1,1,0,0,1,0,0,35000
1,500,10,1439,1,1,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,950,1,809,1,2,0,0,1,0,0,1,1,0,0,0,0,1,11000
2,1000,1,1022,1,2,0,1,0,0,0,1,1,0,0,0,0,1,12000
3,1600,45,1563,1,3,0,1,0,0,0,1,1,0,0,0,0,1,40000
2,900,454,1876,1,2,0,0,1,0,0,1,0,1,0,0,0,1,8000
3,1265,14,30,1,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,1060,269,2033,1,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,1050,10,1250,1,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
3,1500,198,1523,1,3,0,1,0,0,0,1,1,0,0,1,0,0,27000
2,890,10,1440,1,2,0,1,0,0,0,1,1,0,0,0,0,1,13000
2,700,10,976,1,3,0,1,0,0,0,1,0,1,0,0,0,1,9000
3,1146,10,406,1,2,0,1,0,0,1,0,0,1,0,0,0,1,25000
1,700,10,1993,1,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,800,454,119,1,2,0,1,0,0,1,0,1,0,0,1,0,0,18000
2,640,446,1274,1,2,0,1,0,0,0,1,0,1,0,0,0,1,9500
2,909,334,1173,1,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
4,2400,454,1469,1,3,0,1,0,0,0,1,1,0,0,1,0,0,40000
4,3800,446,794,1,4,0,1,0,0,1,0,0,1,0,1,0,0,70000
2,400,14,1519,1,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,886,196,1472,1,2,0,0,1,0,0,1,0,0,1,0,0,1,8500
3,1570,312,1847,1,3,0,0,1,0,1,0,0,1,0,0,0,1,27500
2,900,10,1022,1,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
1,400,454,1250,1,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
2,1600,454,1151,1,2,0,0,1,0,1,0,0,1,0,0,0,1,26000
2,1000,196,422,1,2,0,0,1,0,0,1,0,1,0,0,0,1,14000
2,850,457,2069,1,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
2,750,456,112,1,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,750,10,926,1,2,0,0,1,0,0,1,0,1,0,0,0,1,17000
3,2000,269,469,1,3,0,1,0,0,1,0,0,1,0,0,0,1,75000
3,1270,10,1151,1,2,0,0,1,0,1,0,1,0,0,0,0,1,19500
2,2000,10,1726,1,2,0,1,0,0,1,0,0,1,0,0,0,1,10000
2,1250,274,1417,1,2,0,0,1,1,0,0,0,1,0,0,0,1,32000
2,1000,454,2069,1,2,0,0,1,0,0,1,0,0,1,0,0,1,15000
3,1050,330,1473,1,3,0,1,0,0,1,0,0,1,0,1,0,0,28000
2,800,347,977,1,2,0,0,1,0,1,0,0,1,0,0,0,1,10677
3,1625,401,1435,1,3,0,0,1,1,0,0,0,1,0,1,0,0,50000
3,1535,10,957,1,3,0,0,1,0,0,1,0,1,0,1,0,0,32500
2,850,10,419,1,2,0,1,0,1,0,0,0,1,0,0,0,1,23000
4,3800,254,580,3,4,0,1,0,0,1,0,0,1,0,1,0,0,75000
4,4500,454,866,3,4,0,1,0,0,1,0,0,0,1,1,0,0,250000
2,1100,14,1254,3,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,3200,17,723,3,3,0,1,0,0,1,0,0,1,0,1,0,0,60000
2,647,196,1281,3,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
3,1798,382,1027,3,3,0,0,1,0,1,0,0,1,0,1,0,0,48000
3,1700,46,1948,3,3,0,1,0,1,0,0,0,1,0,1,0,0,58000
2,930,346,1097,3,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,150,454,1303,3,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,1200,269,155,3,2,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,1250,196,2207,3,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,900,269,403,3,2,0,0,1,0,1,0,0,1,0,0,0,1,9500
1,500,196,773,3,1,0,0,1,0,1,0,0,1,0,1,0,0,7500
2,900,454,961,3,2,0,1,0,0,1,0,1,0,0,0,0,1,14000
2,1100,200,773,3,2,0,0,1,1,0,0,0,0,1,1,0,0,16000
3,1500,312,773,3,3,0,0,1,0,1,0,0,1,0,1,0,0,18000
1,500,14,1097,3,1,0,0,1,0,0,1,0,1,0,0,0,1,8200
3,1300,16,625,3,3,0,1,0,1,0,0,0,1,0,0,0,1,12000
1,300,37,155,3,1,0,0,1,1,0,0,0,1,0,0,0,1,10000
2,800,14,821,3,2,0,0,1,0,1,0,0,1,0,0,0,1,13000
3,1400,18,141,3,2,0,1,0,0,1,0,0,1,0,0,0,1,22000
1,500,457,1036,3,1,0,0,1,1,0,0,0,1,0,0,0,1,10500
2,750,270,575,3,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
3,1200,198,24,3,3,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,1350,269,618,3,2,0,1,0,0,1,0,0,1,0,0,0,1,14000
2,1400,457,1411,3,2,0,0,1,0,0,1,0,1,0,0,0,1,12500
1,450,270,1144,3,1,0,0,1,0,0,1,0,1,0,0,0,1,10500
3,2061,18,1571,3,3,0,0,1,1,0,0,0,1,0,0,0,1,30000
2,100,196,1256,3,2,0,0,1,1,0,0,0,0,1,0,0,1,11000
2,1100,192,2050,3,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
3,1650,346,1027,3,3,0,1,0,0,1,0,0,0,1,0,0,1,35000
3,1500,1,68,3,3,0,0,1,0,1,0,0,1,0,0,0,1,23382
2,1140,269,1411,3,2,0,0,1,0,1,0,0,1,0,0,0,1,9500
2,990,446,315,3,2,0,0,1,0,0,1,1,0,0,0,0,1,9000
3,1700,385,589,3,3,0,0,1,0,1,0,0,1,0,0,0,1,60000
2,1200,198,221,3,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,850,14,1256,3,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,900,196,1303,3,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,800,454,648,3,2,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,1000,10,774,3,2,0,0,1,0,0,1,1,0,0,0,0,1,9000
2,1020,269,774,3,2,0,0,1,0,1,0,0,1,0,0,0,1,8000
1,300,456,93,3,1,0,0,1,0,0,1,0,1,0,0,0,1,5500
2,1800,454,1585,3,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,919,403,1632,3,2,0,1,0,0,1,0,0,1,0,0,0,1,25000
3,25,347,1764,3,3,0,1,0,0,1,0,0,1,0,0,0,1,23000
2,1050,14,221,3,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,200,446,459,3,2,0,1,0,0,0,1,1,0,0,0,0,1,6500
1,450,16,1281,3,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
4,1000,112,1355,3,3,0,0,1,0,1,0,0,1,0,0,0,1,25000
3,1250,200,1024,3,2,0,1,0,0,1,0,1,0,0,0,0,1,12500
3,1900,427,580,3,3,0,1,0,0,0,1,1,0,0,1,0,0,45000
2,1500,457,227,3,2,0,0,1,0,1,0,0,1,0,0,0,1,27000
3,2395,92,2123,3,3,0,1,0,0,1,0,0,0,1,1,0,0,75000
2,1800,1,246,3,2,0,0,1,1,0,0,0,1,0,0,0,1,9000
2,700,266,180,3,2,0,1,0,0,0,1,0,1,0,0,0,1,12000
3,1700,312,68,3,2,0,0,1,0,0,1,0,0,1,1,0,0,24000
2,1200,196,1663,3,2,0,0,1,0,0,1,1,0,0,0,0,1,15000
3,1600,270,1269,3,3,0,1,0,0,1,0,0,1,0,0,0,1,24000
2,745,421,1746,3,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
3,2210,312,1336,3,3,0,0,1,0,1,0,0,0,1,0,0,1,27000
3,1450,425,375,3,3,0,1,0,0,1,0,0,1,0,0,0,1,30000
3,1400,269,1350,3,3,0,0,1,0,1,0,0,0,1,0,0,1,20000
3,2000,472,14,3,3,0,1,0,1,0,0,1,0,0,0,0,1,22000
4,1815,200,1434,3,3,0,0,1,0,1,0,0,1,0,0,0,1,25000
2,1000,472,227,3,1,0,0,1,0,1,0,0,1,0,0,0,1,23000
2,1000,266,2186,3,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
